text,emotion_code,scenario,speaker_role,sarcasm,ring_level,iaa_score,emotion_cause,conversation_id,turn_number,timestamp
On high alert.,vigi,friendship,partner,0,3,0.715,Reaction to customer_service,conv_9919,10,2026-05-02T06:19:00.049039
This is amazing!,pens,online_debate,partner,0,1,0.554,Reaction to friendship,conv_1784,4,2026-05-02T06:19:00.031442
Best day ever!,disa,romance,friend,0,1,0.703,Reaction to education,conv_3835,12,2026-05-02T06:19:00.050091
COMPLETELY STUNNED!,amaz,family,user,0,3,0.892,Reaction to online_debate,conv_1078,12,2026-05-02T06:19:00.047428
Best day ever!,aggr,customer_service,partner,0,1,0.608,Reaction to healthcare,conv_3580,11,2026-05-02T06:19:00.051390
Overwhelmed.,awe,friendship,agent,0,1,0.591,Reaction to workplace,conv_5559,10,2026-05-02T06:19:00.049847
This is amazing!,anno,customer_service,agent,0,1,0.689,Reaction to customer_service,conv_5921,2,2026-05-02T06:19:00.032490
Full of affection.,love,family,user,0,1,0.589,Reaction to healthcare,conv_6160,3,2026-05-02T06:19:00.049370
Best day ever!,sere,online_debate,friend,0,1,0.705,Reaction to healthcare,conv_8526,5,2026-05-02T06:19:00.030413
OVER THE MOON!,ecst,healthcare,stranger,0,3,0.732,Reaction to healthcare,conv_6239,5,2026-05-02T06:19:00.046569
So happy about this!,bore,family,stranger,0,1,0.665,Reaction to customer_service,conv_9248,4,2026-05-02T06:19:00.031751
So happy about this!,anno,healthcare,stranger,0,1,0.776,Reaction to friendship,conv_3547,3,2026-05-02T06:19:00.032674
Drowning in sorrow.,grie,friendship,friend,0,3,0.714,Reaction to online_debate,conv_9668,7,2026-05-02T06:19:00.047996
This is amazing!,opti,online_debate,friend,0,1,0.557,Reaction to family,conv_1519,3,2026-05-02T06:19:00.043451
What a surprise!,supr,workplace,user,0,2,0.829,Reaction to customer_service,conv_2869,11,2026-05-02T06:19:00.051560
HATE EVERY FIBER!,loat,online_debate,user,0,3,0.895,Reaction to romance,conv_8926,5,2026-05-02T06:19:00.048088
Best day ever!,admi,friendship,partner,0,3,0.871,Reaction to friendship,conv_8754,9,2026-05-02T06:19:00.046764
This is amazing!,surp,customer_service,partner,0,2,0.914,Reaction to healthcare,conv_5752,5,2026-05-02T06:19:00.044834
This is amazing!,trus,education,friend,0,2,0.947,Reaction to family,conv_2359,8,2026-05-02T06:19:00.044008
This is amazing!,subm,customer_service,agent,0,1,0.649,Reaction to romance,conv_3395,1,2026-05-02T06:19:00.049723
This is amazing!,acce,education,stranger,0,1,0.595,Reaction to education,conv_6995,11,2026-05-02T06:19:00.030908
HEARTBROKEN.,grie,online_debate,agent,0,3,0.797,Reaction to healthcare,conv_5817,11,2026-05-02T06:19:00.047764
This is amazing!,disg,family,user,0,2,0.936,Reaction to education,conv_1527,11,2026-05-02T06:19:00.045631
Best day ever!,inte,friendship,partner,0,1,0.571,Reaction to healthcare,conv_4822,4,2026-05-02T06:19:00.032012
I'm worried something might go wrong.,fear,friendship,friend,0,2,0.679,Reaction to friendship,conv_9176,12,2026-05-02T06:19:00.044434
REVOLTED!,loat,online_debate,user,0,3,0.858,Reaction to online_debate,conv_8617,4,2026-05-02T06:19:00.048241
So happy about this!,bore,friendship,friend,0,1,0.685,Reaction to friendship,conv_3648,1,2026-05-02T06:19:00.031851
So happy about this!,appr,education,agent,0,2,0.666,Reaction to healthcare,conv_5668,9,2026-05-02T06:19:00.046274
SEEING RED!,rage,healthcare,friend,0,3,0.871,Reaction to friendship,conv_9076,11,2026-05-02T06:19:00.048619
Best day ever!,joy,family,stranger,0,2,0.713,Reaction to family,conv_2042,10,2026-05-02T06:19:00.043693
Best day ever!,surp,online_debate,friend,0,2,0.73,Reaction to family,conv_2502,5,2026-05-02T06:19:00.044677
This is amazing!,anno,family,friend,0,1,0.578,Reaction to healthcare,conv_5512,7,2026-05-02T06:19:00.032668
Best day ever!,sadn,customer_service,partner,0,2,0.822,Reaction to workplace,conv_5042,6,2026-05-02T06:19:00.045172
NIGHTMARE COME TRUE!,terr,customer_service,agent,0,3,0.853,Reaction to healthcare,conv_7006,6,2026-05-02T06:19:00.047049
Best day ever!,anno,online_debate,agent,0,1,0.752,Reaction to workplace,conv_3224,5,2026-05-02T06:19:00.032478
NIGHTMARE COME TRUE!,terr,education,friend,0,3,0.838,Reaction to friendship,conv_2720,3,2026-05-02T06:19:00.047043
So happy about this!,disa,family,stranger,0,1,0.703,Reaction to friendship,conv_1745,6,2026-05-02T06:19:00.050297
This is amazing!,ange,workplace,stranger,0,2,0.741,Reaction to friendship,conv_7716,7,2026-05-02T06:19:00.045982
Best day ever!,appr,family,friend,0,2,0.85,Reaction to online_debate,conv_6597,10,2026-05-02T06:19:00.046064
ABSOLUTELY DESPISE THIS!,loat,healthcare,user,0,3,0.757,Reaction to workplace,conv_5359,9,2026-05-02T06:19:00.048122
So happy about this!,acce,workplace,partner,0,1,0.699,Reaction to family,conv_1733,7,2026-05-02T06:19:00.030628
Unexpected!,supr,romance,user,0,2,0.873,Reaction to workplace,conv_9678,2,2026-05-02T06:19:00.051541
This is amazing!,cont,workplace,user,0,1,0.591,Reaction to healthcare,conv_6829,11,2026-05-02T06:19:00.051033
Best day ever!,remo,customer_service,user,0,1,0.588,Reaction to healthcare,conv_9200,5,2026-05-02T06:19:00.050408
So happy about this!,anno,customer_service,user,0,1,0.766,Reaction to customer_service,conv_3863,2,2026-05-02T06:19:00.032625
So happy about this!,dist,customer_service,partner,0,1,0.701,Reaction to education,conv_6937,11,2026-05-02T06:19:00.031114
So happy about this!,joy,education,partner,0,2,0.918,Reaction to customer_service,conv_2842,11,2026-05-02T06:19:00.043638
So happy about this!,ange,education,partner,0,2,0.82,Reaction to workplace,conv_3837,9,2026-05-02T06:19:00.045885
This is amazing!,subm,education,agent,0,1,0.578,Reaction to workplace,conv_2891,4,2026-05-02T06:19:00.049633
This is amazing!,joy,friendship,user,0,2,0.725,Reaction to family,conv_5237,4,2026-05-02T06:19:00.043783
This is amazing!,appr,education,friend,0,2,0.812,Reaction to online_debate,conv_7441,8,2026-05-02T06:19:00.046322
Overwhelmed.,awe,friendship,stranger,0,1,0.65,Reaction to family,conv_6999,3,2026-05-02T06:19:00.049924
So happy about this!,acce,healthcare,user,0,1,0.804,Reaction to online_debate,conv_6698,2,2026-05-02T06:19:00.030750
This is amazing!,appr,family,friend,0,2,0.816,Reaction to customer_service,conv_7804,8,2026-05-02T06:19:00.046304
So happy about this!,opti,customer_service,agent,0,1,0.782,Reaction to customer_service,conv_1577,12,2026-05-02T06:19:00.043492
This is amazing!,dist,education,friend,0,1,0.767,Reaction to online_debate,conv_4480,1,2026-05-02T06:19:00.031149
This is amazing!,subm,online_debate,agent,0,1,0.785,Reaction to romance,conv_1929,6,2026-05-02T06:19:00.049562
So happy about this!,aggr,family,partner,0,1,0.608,Reaction to healthcare,conv_5250,6,2026-05-02T06:19:00.051250
OVER THE MOON!,ecst,education,friend,0,3,0.764,Reaction to online_debate,conv_9038,11,2026-05-02T06:19:00.046546
So happy about this!,pens,education,user,0,1,0.641,Reaction to online_debate,conv_6445,3,2026-05-02T06:19:00.031483
Mean so much.,love,workplace,partner,0,1,0.583,Reaction to healthcare,conv_4582,1,2026-05-02T06:19:00.049353
Best day ever!,inte,education,stranger,0,1,0.599,Reaction to family,conv_2465,5,2026-05-02T06:19:00.032165
ABSOLUTELY DESPISE THIS!,loat,romance,user,0,3,0.763,Reaction to education,conv_4072,6,2026-05-02T06:19:00.048258
So happy about this!,disg,online_debate,agent,0,2,0.775,Reaction to online_debate,conv_5219,2,2026-05-02T06:19:00.045566
Best day ever!,surp,online_debate,stranger,0,2,0.672,Reaction to education,conv_7847,7,2026-05-02T06:19:00.044916
So happy about this!,sere,workplace,friend,0,1,0.756,Reaction to online_debate,conv_1499,6,2026-05-02T06:19:00.030265
Best day ever!,sadn,education,partner,0,2,0.776,Reaction to romance,conv_3806,8,2026-05-02T06:19:00.045248
Best day ever!,surp,workplace,friend,0,2,0.836,Reaction to education,conv_1871,5,2026-05-02T06:19:00.044737
HYPERVIGILANT.,vigi,romance,user,0,3,0.714,Reaction to romance,conv_2081,9,2026-05-02T06:19:00.048893
This is amazing!,dist,customer_service,agent,0,1,0.748,Reaction to customer_service,conv_5990,11,2026-05-02T06:19:00.031263
So happy about this!,trus,healthcare,stranger,0,2,0.94,Reaction to healthcare,conv_1990,6,2026-05-02T06:19:00.044021
ABSOLUTELY FURIOUS!,rage,online_debate,friend,0,3,0.934,Reaction to customer_service,conv_3544,10,2026-05-02T06:19:00.048583
Best day ever!,acce,family,friend,0,1,0.647,Reaction to customer_service,conv_2915,8,2026-05-02T06:19:00.030849
This is amazing!,acce,customer_service,agent,0,1,0.56,Reaction to online_debate,conv_9187,12,2026-05-02T06:19:00.030803
So happy about this!,subm,customer_service,partner,0,1,0.613,Reaction to family,conv_7201,2,2026-05-02T06:19:00.049698
Mean so much.,love,online_debate,stranger,0,1,0.729,Reaction to friendship,conv_2341,4,2026-05-02T06:19:00.049069
Drowning in sorrow.,grie,romance,user,0,3,0.786,Reaction to online_debate,conv_1933,1,2026-05-02T06:19:00.047847
Mean so much.,love,family,stranger,0,1,0.563,Reaction to customer_service,conv_9422,4,2026-05-02T06:19:00.049336
MIND-BLOWING!,amaz,workplace,friend,0,3,0.945,Reaction to friendship,conv_1571,6,2026-05-02T06:19:00.047585
So happy about this!,surp,friendship,stranger,0,2,0.92,Reaction to healthcare,conv_3233,9,2026-05-02T06:19:00.044880
Best day ever!,inte,romance,user,0,1,0.756,Reaction to family,conv_7127,5,2026-05-02T06:19:00.032209
This is amazing!,opti,healthcare,stranger,0,1,0.712,Reaction to friendship,conv_1677,8,2026-05-02T06:19:00.032779
SEEING RED!,rage,customer_service,stranger,0,3,0.671,Reaction to online_debate,conv_9150,3,2026-05-02T06:19:00.048666
This is amazing!,acce,romance,partner,0,1,0.744,Reaction to online_debate,conv_6030,6,2026-05-02T06:19:00.030861
MIND-BLOWING!,amaz,online_debate,user,0,3,0.907,Reaction to friendship,conv_5760,5,2026-05-02T06:19:00.047486
This is amazing!,remo,family,friend,0,1,0.8,Reaction to romance,conv_1712,7,2026-05-02T06:19:00.050498
So happy about this!,inte,customer_service,agent,0,1,0.635,Reaction to friendship,conv_6292,2,2026-05-02T06:19:00.032029
Afraid of consequences.,fear,workplace,stranger,0,2,0.877,Reaction to workplace,conv_8269,7,2026-05-02T06:19:00.044501
Best day ever!,appr,customer_service,stranger,0,2,0.86,Reaction to online_debate,conv_3750,2,2026-05-02T06:19:00.046149
HATE EVERY FIBER!,loat,education,agent,0,3,0.775,Reaction to online_debate,conv_4661,1,2026-05-02T06:19:00.048334
DEVASTATED by this loss.,grie,friendship,partner,0,3,0.865,Reaction to family,conv_9541,5,2026-05-02T06:19:00.047752
This is amazing!,surp,online_debate,agent,0,2,0.861,Reaction to workplace,conv_1168,12,2026-05-02T06:19:00.044701
So happy about this!,disa,healthcare,stranger,0,1,0.801,Reaction to education,conv_4696,7,2026-05-02T06:19:00.050171
HYPERVIGILANT.,vigi,healthcare,user,0,3,0.938,Reaction to family,conv_7343,11,2026-05-02T06:19:00.048720
This is amazing!,remo,online_debate,partner,0,1,0.556,Reaction to customer_service,conv_3575,9,2026-05-02T06:19:00.050527
On high alert.,vigi,family,agent,0,3,0.8,Reaction to friendship,conv_1800,9,2026-05-02T06:19:00.049021
BLIND RAGE!,rage,friendship,partner,0,3,0.919,Reaction to online_debate,conv_8533,10,2026-05-02T06:19:00.048489
This is amazing!,disa,education,agent,0,1,0.703,Reaction to workplace,conv_4572,2,2026-05-02T06:19:00.050249
This is amazing!,ange,customer_service,partner,0,2,0.781,Reaction to education,conv_7323,2,2026-05-02T06:19:00.045994
Best day ever!,remo,customer_service,friend,0,1,0.804,Reaction to family,conv_7590,3,2026-05-02T06:19:00.050662
On high alert.,vigi,family,stranger,0,3,0.733,Reaction to education,conv_4587,2,2026-05-02T06:19:00.049027
So happy about this!,aggr,workplace,partner,0,1,0.708,Reaction to family,conv_5317,11,2026-05-02T06:19:00.051420
This makes me nervous.,fear,customer_service,agent,0,2,0.728,Reaction to healthcare,conv_3619,1,2026-05-02T06:19:00.044583
This is amazing!,sere,friendship,agent,0,1,0.703,Reaction to friendship,conv_5489,6,2026-05-02T06:19:00.030395
SEEING RED!,rage,workplace,stranger,0,3,0.666,Reaction to workplace,conv_3192,11,2026-05-02T06:19:00.048678
This is amazing!,appr,friendship,user,0,2,0.78,Reaction to education,conv_5953,2,2026-05-02T06:19:00.046184
This is amazing!,surp,friendship,partner,0,2,0.722,Reaction to education,conv_9519,4,2026-05-02T06:19:00.044714
So happy about this!,sadn,customer_service,stranger,0,2,0.676,Reaction to romance,conv_7752,3,2026-05-02T06:19:00.045146
Best day ever!,appr,family,friend,0,2,0.842,Reaction to romance,conv_5838,9,2026-05-02T06:19:00.046113
This is amazing!,appr,friendship,partner,0,2,0.903,Reaction to education,conv_9070,7,2026-05-02T06:19:00.046340
This is amazing!,subm,friendship,partner,0,1,0.664,Reaction to workplace,conv_6663,2,2026-05-02T06:19:00.049662
I'm worried something might go wrong.,fear,healthcare,partner,0,2,0.937,Reaction to family,conv_4922,10,2026-05-02T06:19:00.044379
So happy about this!,disg,romance,friend,0,2,0.938,Reaction to romance,conv_1331,2,2026-05-02T06:19:00.045681
So happy about this!,aggr,friendship,stranger,0,1,0.728,Reaction to online_debate,conv_6579,2,2026-05-02T06:19:00.051432
ABSOLUTELY DESPISE THIS!,loat,education,user,0,3,0.845,Reaction to friendship,conv_1685,9,2026-05-02T06:19:00.048223
So happy about this!,pens,family,agent,0,1,0.678,Reaction to online_debate,conv_4960,3,2026-05-02T06:19:00.031351
Full of affection.,love,family,user,0,1,0.633,Reaction to family,conv_3124,5,2026-05-02T06:19:00.049241
Best day ever!,subm,family,agent,0,1,0.72,Reaction to healthcare,conv_3376,11,2026-05-02T06:19:00.049586
Best day ever!,aggr,healthcare,friend,0,1,0.729,Reaction to healthcare,conv_6876,9,2026-05-02T06:19:00.051244
Best day ever!,subm,customer_service,agent,0,1,0.646,Reaction to family,conv_8853,9,2026-05-02T06:19:00.049455
So happy about this!,anno,healthcare,partner,0,1,0.757,Reaction to romance,conv_4237,10,2026-05-02T06:19:00.032580
COMPLETELY STUNNED!,amaz,romance,friend,0,3,0.777,Reaction to romance,conv_8435,12,2026-05-02T06:19:00.047624
Best day ever!,cont,online_debate,user,0,1,0.565,Reaction to family,conv_6890,3,2026-05-02T06:19:00.051015
Best day ever!,disa,healthcare,stranger,0,1,0.637,Reaction to online_debate,conv_5628,9,2026-05-02T06:19:00.050109
So happy about this!,inte,online_debate,user,0,1,0.59,Reaction to education,conv_5724,12,2026-05-02T06:19:00.032140
PARALYZED WITH FEAR!,terr,family,friend,0,3,0.802,Reaction to healthcare,conv_3200,12,2026-05-02T06:19:00.047193
This is amazing!,opti,customer_service,partner,0,1,0.685,Reaction to healthcare,conv_1485,12,2026-05-02T06:19:00.032792
So happy about this!,trus,healthcare,agent,0,2,0.931,Reaction to workplace,conv_3212,4,2026-05-02T06:19:00.044123
Afraid of consequences.,fear,family,agent,0,2,0.85,Reaction to online_debate,conv_7154,1,2026-05-02T06:19:00.044627
So happy about this!,admi,friendship,partner,0,3,0.882,Reaction to friendship,conv_4442,9,2026-05-02T06:19:00.046787
This is amazing!,sere,online_debate,user,0,1,0.656,Reaction to customer_service,conv_4367,6,2026-05-02T06:19:00.030297
Filled with wonder.,awe,workplace,stranger,0,1,0.636,Reaction to education,conv_4187,8,2026-05-02T06:19:00.049783
So happy about this!,disa,education,partner,0,1,0.636,Reaction to healthcare,conv_3590,4,2026-05-02T06:19:00.050395
This is amazing!,disg,online_debate,agent,0,2,0.736,Reaction to friendship,conv_5420,11,2026-05-02T06:19:00.045440
So happy about this!,bore,healthcare,partner,0,1,0.783,Reaction to friendship,conv_4610,8,2026-05-02T06:19:00.031827
So happy about this!,trus,friendship,stranger,0,2,0.653,Reaction to friendship,conv_6971,1,2026-05-02T06:19:00.044173
Unexpected!,supr,workplace,friend,0,2,0.835,Reaction to friendship,conv_9429,5,2026-05-02T06:19:00.051603
This is amazing!,trus,family,friend,0,2,0.941,Reaction to customer_service,conv_4867,6,2026-05-02T06:19:00.044027
Best day ever!,surp,education,agent,0,2,0.928,Reaction to workplace,conv_2130,12,2026-05-02T06:19:00.044849
OVER THE MOON!,ecst,friendship,friend,0,3,0.947,Reaction to family,conv_2475,1,2026-05-02T06:19:00.046476
ABSOLUTELY THRILLED!,ecst,healthcare,stranger,0,3,0.904,Reaction to online_debate,conv_7436,4,2026-05-02T06:19:00.046471
DEVASTATED by this loss.,grie,healthcare,agent,0,3,0.758,Reaction to customer_service,conv_4952,9,2026-05-02T06:19:00.047718
Best day ever!,pens,healthcare,user,0,1,0.555,Reaction to education,conv_8390,9,2026-05-02T06:19:00.031506
Full of affection.,love,friendship,stranger,0,1,0.718,Reaction to online_debate,conv_1318,10,2026-05-02T06:19:00.049271
So happy about this!,subm,customer_service,user,0,1,0.622,Reaction to customer_service,conv_2786,2,2026-05-02T06:19:00.049436
HYPERVIGILANT.,vigi,education,partner,0,3,0.905,Reaction to workplace,conv_6099,3,2026-05-02T06:19:00.048714
So happy about this!,admi,romance,partner,0,3,0.894,Reaction to education,conv_7772,4,2026-05-02T06:19:00.046973
So happy about this!,joy,friendship,agent,0,2,0.886,Reaction to family,conv_4317,12,2026-05-02T06:19:00.043644
This is amazing!,sadn,family,agent,0,2,0.686,Reaction to healthcare,conv_8252,2,2026-05-02T06:19:00.045266
This is amazing!,disg,online_debate,stranger,0,2,0.772,Reaction to family,conv_9728,12,2026-05-02T06:19:00.045578
So happy about this!,disg,family,stranger,0,2,0.837,Reaction to romance,conv_1334,5,2026-05-02T06:19:00.045356
HATE EVERY FIBER!,loat,friendship,user,0,3,0.808,Reaction to customer_service,conv_8487,12,2026-05-02T06:19:00.048247
Best day ever!,sadn,friendship,partner,0,2,0.804,Reaction to education,conv_3533,2,2026-05-02T06:19:00.045026
Best day ever!,disg,friendship,friend,0,2,0.76,Reaction to healthcare,conv_7529,12,2026-05-02T06:19:00.045339
This is amazing!,admi,romance,stranger,0,3,0.874,Reaction to education,conv_5812,1,2026-05-02T06:19:00.046753
BEST DAY OF MY LIFE!,ecst,online_debate,stranger,0,3,0.727,Reaction to healthcare,conv_1162,4,2026-05-02T06:19:00.046540
This is amazing!,sadn,workplace,user,0,2,0.906,Reaction to online_debate,conv_5133,8,2026-05-02T06:19:00.045055
Best day ever!,ange,family,agent,0,2,0.699,Reaction to online_debate,conv_6202,3,2026-05-02T06:19:00.045873
SEEING RED!,rage,friendship,friend,0,3,0.933,Reaction to education,conv_5419,11,2026-05-02T06:19:00.048419
ABSOLUTELY THRILLED!,ecst,romance,stranger,0,3,0.819,Reaction to online_debate,conv_2557,3,2026-05-02T06:19:00.046681
Profoundly moving.,awe,customer_service,user,0,1,0.57,Reaction to online_debate,conv_6641,11,2026-05-02T06:19:00.049888
Best day ever!,inte,customer_service,user,0,1,0.673,Reaction to healthcare,conv_1031,9,2026-05-02T06:19:00.032270
So happy about this!,sadn,romance,partner,0,2,0.824,Reaction to online_debate,conv_3060,2,2026-05-02T06:19:00.045193
This is amazing!,opti,family,stranger,0,1,0.654,Reaction to customer_service,conv_2524,2,2026-05-02T06:19:00.043353
Best day ever!,inte,online_debate,agent,0,1,0.696,Reaction to healthcare,conv_2991,9,2026-05-02T06:19:00.032177
Best day ever!,inte,customer_service,friend,0,1,0.803,Reaction to romance,conv_2652,7,2026-05-02T06:19:00.032133
Full of affection.,love,healthcare,partner,0,1,0.73,Reaction to workplace,conv_8449,1,2026-05-02T06:19:00.049194
This is amazing!,joy,healthcare,friend,0,2,0.694,Reaction to workplace,conv_1791,6,2026-05-02T06:19:00.043632
This is amazing!,remo,online_debate,agent,0,1,0.622,Reaction to workplace,conv_4771,7,2026-05-02T06:19:00.050706
Best day ever!,acce,workplace,partner,0,1,0.768,Reaction to customer_service,conv_8349,9,2026-05-02T06:19:00.030901
This is amazing!,appr,friendship,agent,0,2,0.732,Reaction to family,conv_5110,2,2026-05-02T06:19:00.046143
So happy about this!,acce,workplace,stranger,0,1,0.764,Reaction to online_debate,conv_9071,1,2026-05-02T06:19:00.030708
This is amazing!,ange,family,user,0,2,0.888,Reaction to family,conv_9547,9,2026-05-02T06:19:00.045861
So happy about this!,trus,romance,partner,0,2,0.678,Reaction to friendship,conv_8626,10,2026-05-02T06:19:00.044101
Filled with wonder.,awe,online_debate,agent,0,1,0.561,Reaction to online_debate,conv_1186,2,2026-05-02T06:19:00.049959
So happy about this!,dist,customer_service,partner,0,1,0.783,Reaction to friendship,conv_4634,10,2026-05-02T06:19:00.031184
SEEING RED!,rage,online_debate,user,0,3,0.808,Reaction to friendship,conv_8106,2,2026-05-02T06:19:00.048549
PARALYZED WITH FEAR!,terr,romance,friend,0,3,0.774,Reaction to healthcare,conv_2406,1,2026-05-02T06:19:00.047341
SEEING RED!,rage,workplace,partner,0,3,0.898,Reaction to workplace,conv_4583,3,2026-05-02T06:19:00.048495
So happy about this!,disa,customer_service,user,0,1,0.651,Reaction to healthcare,conv_7632,2,2026-05-02T06:19:00.050152
This is amazing!,appr,customer_service,agent,0,2,0.703,Reaction to customer_service,conv_1929,2,2026-05-02T06:19:00.046217
So happy about this!,cont,online_debate,agent,0,1,0.717,Reaction to workplace,conv_9330,10,2026-05-02T06:19:00.050869
Scanning for threats.,vigi,customer_service,user,0,3,0.827,Reaction to workplace,conv_5902,6,2026-05-02T06:19:00.048761
So happy about this!,disg,workplace,agent,0,2,0.91,Reaction to friendship,conv_2109,5,2026-05-02T06:19:00.045494
NIGHTMARE COME TRUE!,terr,romance,stranger,0,3,0.783,Reaction to customer_service,conv_8596,5,2026-05-02T06:19:00.047123
BEST DAY OF MY LIFE!,ecst,workplace,agent,0,3,0.857,Reaction to romance,conv_7060,9,2026-05-02T06:19:00.046652
So happy about this!,trus,family,agent,0,2,0.676,Reaction to workplace,conv_4244,10,2026-05-02T06:19:00.044264
I'm worried something might go wrong.,fear,romance,user,0,2,0.756,Reaction to workplace,conv_2998,8,2026-05-02T06:19:00.044546
I'm worried something might go wrong.,fear,family,partner,0,2,0.912,Reaction to family,conv_3246,4,2026-05-02T06:19:00.044558
Best day ever!,opti,workplace,friend,0,1,0.748,Reaction to healthcare,conv_3124,12,2026-05-02T06:19:00.032740
What a surprise!,supr,romance,user,0,2,0.883,Reaction to education,conv_4809,8,2026-05-02T06:19:00.051572
Didn't see that coming!,supr,family,stranger,0,2,0.784,Reaction to healthcare,conv_5329,10,2026-05-02T06:19:00.051591
COMPLETELY STUNNED!,amaz,online_debate,friend,0,3,0.89,Reaction to family,conv_3171,10,2026-05-02T06:19:00.047469
Mean so much.,love,friendship,user,0,1,0.564,Reaction to customer_service,conv_4847,3,2026-05-02T06:19:00.049212
"Fantastic, more work.",joy,friendship,agent,1,2,0.737,Reaction to online_debate,conv_8471,12,2026-05-02T06:19:00.043740
Best day ever!,dist,romance,user,0,1,0.682,Reaction to online_debate,conv_8890,11,2026-05-02T06:19:00.030998
This is amazing!,bore,healthcare,stranger,0,1,0.605,Reaction to family,conv_9440,6,2026-05-02T06:19:00.031945
NIGHTMARE COME TRUE!,terr,friendship,agent,0,3,0.805,Reaction to online_debate,conv_6568,6,2026-05-02T06:19:00.047295
"Fantastic, more work.",joy,romance,friend,1,2,0.752,Reaction to workplace,conv_4484,5,2026-05-02T06:19:00.043687
HATE EVERY FIBER!,loat,family,stranger,0,3,0.752,Reaction to healthcare,conv_7148,8,2026-05-02T06:19:00.048179
Care deeply.,love,friendship,partner,0,1,0.599,Reaction to family,conv_9460,2,2026-05-02T06:19:00.049057
Best day ever!,subm,online_debate,agent,0,1,0.574,Reaction to customer_service,conv_5715,12,2026-05-02T06:19:00.049461
Best day ever!,anno,online_debate,stranger,0,1,0.603,Reaction to online_debate,conv_6572,9,2026-05-02T06:19:00.032556
This is amazing!,disg,online_debate,stranger,0,2,0.779,Reaction to family,conv_1347,8,2026-05-02T06:19:00.045428
So happy about this!,surp,healthcare,agent,0,2,0.696,Reaction to friendship,conv_8567,3,2026-05-02T06:19:00.044922
Full of affection.,love,romance,friend,0,1,0.782,Reaction to workplace,conv_4079,5,2026-05-02T06:19:00.049170
ABSOLUTELY FURIOUS!,rage,friendship,stranger,0,3,0.884,Reaction to education,conv_3111,6,2026-05-02T06:19:00.048601
So happy about this!,joy,healthcare,user,0,2,0.711,Reaction to romance,conv_7242,2,2026-05-02T06:19:00.043848
Mean so much.,love,online_debate,partner,0,1,0.638,Reaction to romance,conv_4453,5,2026-05-02T06:19:00.049133
"Fantastic, more work.",joy,romance,partner,1,2,0.76,Reaction to online_debate,conv_9046,12,2026-05-02T06:19:00.043662
What a surprise!,supr,education,agent,0,2,0.711,Reaction to healthcare,conv_8097,9,2026-05-02T06:19:00.051699
This is amazing!,dist,education,user,0,1,0.58,Reaction to online_debate,conv_4058,10,2026-05-02T06:19:00.031051
Best day ever!,disa,education,friend,0,1,0.573,Reaction to family,conv_9400,1,2026-05-02T06:19:00.050219
Filled with wonder.,awe,workplace,agent,0,1,0.693,Reaction to friendship,conv_1619,5,2026-05-02T06:19:00.050042
This is amazing!,subm,romance,partner,0,1,0.593,Reaction to friendship,conv_3512,12,2026-05-02T06:19:00.049644
Best day ever!,anno,customer_service,stranger,0,1,0.577,Reaction to family,conv_4838,7,2026-05-02T06:19:00.032453
BLIND RAGE!,rage,education,user,0,3,0.901,Reaction to online_debate,conv_9710,6,2026-05-02T06:19:00.048501
Best day ever!,subm,romance,agent,0,1,0.696,Reaction to online_debate,conv_1731,1,2026-05-02T06:19:00.049532
Overwhelmed.,awe,workplace,user,0,1,0.718,Reaction to education,conv_4149,3,2026-05-02T06:19:00.049823
Care deeply.,love,online_debate,user,0,1,0.666,Reaction to online_debate,conv_2752,10,2026-05-02T06:19:00.049151
Unexpected!,supr,romance,agent,0,2,0.76,Reaction to family,conv_6370,2,2026-05-02T06:19:00.051764
So happy about this!,inte,romance,stranger,0,1,0.562,Reaction to healthcare,conv_5779,9,2026-05-02T06:19:00.032362
Best day ever!,anno,romance,agent,0,1,0.771,Reaction to healthcare,conv_2812,1,2026-05-02T06:19:00.032727
Best day ever!,bore,customer_service,agent,0,1,0.629,Reaction to customer_service,conv_3659,6,2026-05-02T06:19:00.031733
So happy about this!,inte,healthcare,user,0,1,0.642,Reaction to family,conv_3368,2,2026-05-02T06:19:00.032287
So happy about this!,appr,workplace,stranger,0,2,0.664,Reaction to workplace,conv_7252,5,2026-05-02T06:19:00.046125
Care deeply.,love,education,stranger,0,1,0.791,Reaction to education,conv_4191,2,2026-05-02T06:19:00.049312
So happy about this!,sadn,healthcare,user,0,2,0.765,Reaction to education,conv_5755,9,2026-05-02T06:19:00.045187
This is amazing!,cont,friendship,user,0,1,0.598,Reaction to romance,conv_2803,3,2026-05-02T06:19:00.050809
ASTONISHING!,amaz,healthcare,stranger,0,3,0.914,Reaction to education,conv_8867,5,2026-05-02T06:19:00.047693
BEST DAY OF MY LIFE!,ecst,family,user,0,3,0.75,Reaction to healthcare,conv_4054,3,2026-05-02T06:19:00.046406
This makes me nervous.,fear,family,user,0,2,0.676,Reaction to education,conv_2085,1,2026-05-02T06:19:00.044552
Best day ever!,appr,online_debate,user,0,2,0.739,Reaction to family,conv_3031,8,2026-05-02T06:19:00.046280
This is amazing!,cont,romance,friend,0,1,0.685,Reaction to workplace,conv_9363,1,2026-05-02T06:19:00.051115
Best day ever!,opti,romance,partner,0,1,0.752,Reaction to online_debate,conv_8736,11,2026-05-02T06:19:00.043359
